locus_tag	ftype	length_bp	gene	EC_number	COG	product
BHOONDMH_01918	CDS	912				hypothetical protein
BHOONDMH_01919	CDS	585				hypothetical protein
BHOONDMH_01920	CDS	921	liaG		COG3595	Protein LiaG
BHOONDMH_01921	CDS	1338	licH	3.2.1.86	COG1486	putative 6-phospho-beta-glucosidase
BHOONDMH_01922	CDS	1290	licC		COG1455	Lichenan permease IIC component
BHOONDMH_01923	CDS	2730	dgaR			Transcriptional regulatory protein DagR
BHOONDMH_01924	CDS	309	celA	2.7.1.205		PTS system cellobiose-specific EIIB component
BHOONDMH_01925	CDS	297	celD			PTS system cellobiose-specific EIIA component
BHOONDMH_01926	CDS	894	murK	2.7.1.-	COG2971	N-acetylmuramic acid/N-acetylglucosamine kinase
BHOONDMH_01927	CDS	1086				hypothetical protein
BHOONDMH_01928	CDS	1683	kdpA		COG2060	Potassium-transporting ATPase potassium-binding subunit
BHOONDMH_01929	CDS	2064	kdpB	7.2.2.6	COG2216	Potassium-transporting ATPase ATP-binding subunit
BHOONDMH_01930	CDS	627	kdpC		COG2156	Potassium-transporting ATPase KdpC subunit
BHOONDMH_01931	CDS	2721	kdpD	2.7.13.3	COG2205	Sensor protein KdpD
BHOONDMH_01932	CDS	699	kdpE		COG0745	KDP operon transcriptional regulatory protein KdpE
BHOONDMH_01933	CDS	1047				hypothetical protein
BHOONDMH_01934	CDS	204				hypothetical protein
BHOONDMH_01935	CDS	906	bcrA_6			Bacitracin transport ATP-binding protein BcrA
BHOONDMH_01936	CDS	1209				hypothetical protein
BHOONDMH_01937	CDS	693	phoP_2		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
BHOONDMH_01938	CDS	1386	rcsC_9	2.7.13.3		Sensor histidine kinase RcsC
BHOONDMH_01939	CDS	1659	dauA		COG0659	C4-dicarboxylic acid transporter DauA
BHOONDMH_01940	CDS	573	rpoE			ECF RNA polymerase sigma-E factor
BHOONDMH_01941	CDS	807				hypothetical protein
BHOONDMH_01942	CDS	870	btuD_7	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
BHOONDMH_01943	CDS	1224				hypothetical protein
BHOONDMH_01944	CDS	243				hypothetical protein
BHOONDMH_01945	CDS	1437	proS_2	6.1.1.15	COG0442	Proline--tRNA ligase
BHOONDMH_01946	CDS	1392		3.4.13.-		Putative dipeptidase
BHOONDMH_01947	CDS	1965	ftsH4	3.4.24.-		ATP-dependent zinc metalloprotease FtsH 4
BHOONDMH_01948	CDS	2130	helD_1	3.6.4.12	COG3973	DNA helicase IV
BHOONDMH_01949	CDS	1092				hypothetical protein
BHOONDMH_01950	CDS	1179	fieF_1			Ferrous-iron efflux pump FieF
BHOONDMH_01951	CDS	1308	apeB	3.4.11.-	COG1362	putative M18 family aminopeptidase 2
BHOONDMH_01952	CDS	1203	lysC_1	2.7.2.4		Aspartokinase
BHOONDMH_01953	CDS	1287	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
BHOONDMH_01954	CDS	8631				hypothetical protein
BHOONDMH_01955	CDS	195				hypothetical protein
BHOONDMH_01956	CDS	375	dfx	1.15.1.2	COG2033	Desulfoferrodoxin
BHOONDMH_01957	CDS	999	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
BHOONDMH_01958	CDS	807	yidA	3.1.3.23	COG0561	Sugar phosphatase YidA
BHOONDMH_01959	CDS	1590	prfC			Peptide chain release factor 3
BHOONDMH_01960	CDS	993				hypothetical protein
BHOONDMH_01961	CDS	213				hypothetical protein
BHOONDMH_01962	CDS	564				hypothetical protein
BHOONDMH_01963	CDS	1158				hypothetical protein
BHOONDMH_01964	CDS	408				hypothetical protein
BHOONDMH_01965	CDS	1224	tyrS_1	6.1.1.1		Tyrosine--tRNA ligase
BHOONDMH_01966	CDS	459	rimI	2.3.1.266	COG0456	[Ribosomal protein S18]-alanine N-acetyltransferase
BHOONDMH_01967	CDS	714	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
BHOONDMH_01968	CDS	459	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
BHOONDMH_01969	CDS	1242		3.1.4.-	COG2206	3'3'-cGAMP-specific phosphodiesterase 1
BHOONDMH_01970	CDS	909	mntA		COG0803	Manganese-binding lipoprotein MntA
BHOONDMH_01971	CDS	891				hypothetical protein
BHOONDMH_01972	CDS	387				hypothetical protein
BHOONDMH_01973	CDS	1116				hypothetical protein
BHOONDMH_01974	tRNA	76				tRNA-Trp(cca)
BHOONDMH_01975	CDS	819				hypothetical protein
BHOONDMH_01976	CDS	627				hypothetical protein
BHOONDMH_01977	CDS	1257		1.18.1.2		Ferredoxin--NADP reductase
BHOONDMH_01978	CDS	624				hypothetical protein
BHOONDMH_01979	CDS	1023	tsaD	2.3.1.234		tRNA N6-adenosine threonylcarbamoyltransferase
BHOONDMH_01980	CDS	3435	pycA	6.4.1.1		Pyruvate carboxylase
BHOONDMH_01981	CDS	2928				hypothetical protein
BHOONDMH_01982	CDS	1419				hypothetical protein
BHOONDMH_01983	CDS	1635	btsS	2.7.13.3	COG3275	Sensor histidine kinase BtsS
BHOONDMH_01984	CDS	765	ypdB_3		COG3279	Transcriptional regulatory protein YpdB
BHOONDMH_01985	CDS	1923	yheS		COG0488	putative ABC transporter ATP-binding protein YheS
BHOONDMH_01986	CDS	633	rex1		COG2344	Redox-sensing transcriptional repressor Rex 1
BHOONDMH_01987	CDS	891			COG0543	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit 
BHOONDMH_01988	CDS	1386	gltD	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
BHOONDMH_01989	CDS	915				hypothetical protein
BHOONDMH_01990	CDS	1494				hypothetical protein
BHOONDMH_01991	CDS	735				hypothetical protein
BHOONDMH_01992	CDS	645				hypothetical protein
BHOONDMH_01993	CDS	288	groS		COG0234	10 kDa chaperonin
BHOONDMH_01994	CDS	1626	groL		COG0459	60 kDa chaperonin
BHOONDMH_01995	CDS	750	ttcA_2	2.8.1.-	COG0037	tRNA-cytidine(32) 2-sulfurtransferase
BHOONDMH_01996	CDS	1455	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
BHOONDMH_01997	CDS	1533	guaA	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
BHOONDMH_01998	CDS	1323	brnQ_3		COG1114	Branched-chain amino acid transport system 2 carrier protein
BHOONDMH_01999	CDS	1632	lcfB	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
BHOONDMH_02000	CDS	1233	fldA_1	2.8.3.17		Cinnamoyl-CoA:phenyllactate CoA-transferase
BHOONDMH_02001	CDS	795	fldI_2	3.6.1.-		(R)-phenyllactate dehydratase activator
BHOONDMH_02002	CDS	1224	fldB_1	4.2.1.-		(R)-phenyllactyl-CoA dehydratase alpha subunit
BHOONDMH_02003	CDS	1125	fldC_1	4.2.1.-		(R)-phenyllactyl-CoA dehydratase beta subunit
BHOONDMH_02004	CDS	1134	carC_1	1.3.1.108	COG1960	Caffeyl-CoA reductase-Etf complex subunit CarC
BHOONDMH_02005	CDS	795	carD_1	1.3.1.108	COG2086	Caffeyl-CoA reductase-Etf complex subunit CarD
BHOONDMH_02006	CDS	1197	carE_1	1.3.1.108	COG2025	Caffeyl-CoA reductase-Etf complex subunit CarE
BHOONDMH_02007	CDS	1176				hypothetical protein
BHOONDMH_02008	CDS	996	fldH	1.1.1.-		Phenyllactate dehydrogenase
BHOONDMH_02009	CDS	1005		1.1.1.28		D-lactate dehydrogenase
BHOONDMH_02010	CDS	645				hypothetical protein
BHOONDMH_02011	CDS	171				hypothetical protein
BHOONDMH_02012	CDS	1353	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
BHOONDMH_02013	CDS	435				hypothetical protein
BHOONDMH_02014	CDS	168				hypothetical protein
BHOONDMH_02015	CDS	2004				hypothetical protein
BHOONDMH_02016	CDS	672	mltF_1	4.2.2.-		Membrane-bound lytic murein transglycosylase F
BHOONDMH_02017	CDS	717	rluB_2	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
BHOONDMH_02018	CDS	300				hypothetical protein
BHOONDMH_02019	CDS	2217	pcrA	3.6.4.12		ATP-dependent DNA helicase PcrA
BHOONDMH_02020	CDS	1995	ligA_1	6.5.1.2	COG0272	DNA ligase
BHOONDMH_02021	CDS	270				hypothetical protein
BHOONDMH_02022	CDS	1212	sstT_2			Serine/threonine transporter SstT
BHOONDMH_02023	CDS	288	gatC	6.3.5.-	COG0721	Glutamyl-tRNA(Gln) amidotransferase subunit C
BHOONDMH_02024	CDS	1458	gatA	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
BHOONDMH_02025	CDS	1431	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
BHOONDMH_02026	CDS	1563	oppA_1		COG4166	Oligopeptide-binding protein OppA
BHOONDMH_02027	CDS	156				hypothetical protein
BHOONDMH_02028	CDS	1374				hypothetical protein
BHOONDMH_02029	CDS	600		3.6.1.66	COG0127	dITP/XTP pyrophosphatase
BHOONDMH_02030	CDS	471		3.1.4.-		Putative metallophosphoesterase MG207 
BHOONDMH_02031	tRNA	74				tRNA-Pro(tgg)
BHOONDMH_02032	CDS	873				hypothetical protein
BHOONDMH_02033	CDS	963	rfbB	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
BHOONDMH_02034	CDS	2061				hypothetical protein
BHOONDMH_02035	CDS	4881				hypothetical protein
BHOONDMH_02036	CDS	1500				hypothetical protein
BHOONDMH_02037	CDS	2052				hypothetical protein
BHOONDMH_02038	CDS	996				hypothetical protein
BHOONDMH_02039	CDS	585				hypothetical protein
BHOONDMH_02040	CDS	702				hypothetical protein
BHOONDMH_02041	CDS	807				hypothetical protein
BHOONDMH_02042	CDS	1920	ettA		COG0488	Energy-dependent translational throttle protein EttA
BHOONDMH_02043	CDS	1215				hypothetical protein
BHOONDMH_02044	CDS	339	spxA			Regulatory protein Spx
BHOONDMH_02045	CDS	879	moaA_4			GTP 3',8-cyclase
BHOONDMH_02046	CDS	1419	lhgD_1	1.1.5.-		L-2-hydroxyglutarate dehydrogenase
BHOONDMH_02047	CDS	1257		1.18.1.2		Ferredoxin--NADP reductase
BHOONDMH_02048	CDS	369				hypothetical protein
BHOONDMH_02049	CDS	1326	glpT		COG2271	Glycerol-3-phosphate transporter
BHOONDMH_02050	CDS	1692	argS	6.1.1.19	COG0018	Arginine--tRNA ligase
BHOONDMH_02051	CDS	1131	vioD	4.2.1.145		Capreomycidine synthase
BHOONDMH_02052	CDS	381	IMPDH	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
BHOONDMH_02053	CDS	165				hypothetical protein
BHOONDMH_02054	CDS	1764	feoB_3		COG0370	Fe(2+) transporter FeoB
BHOONDMH_02055	CDS	222				hypothetical protein
BHOONDMH_02056	CDS	396				hypothetical protein
BHOONDMH_02057	CDS	726				hypothetical protein
BHOONDMH_02058	CDS	1584				hypothetical protein
BHOONDMH_02059	CDS	957	metN	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
BHOONDMH_02060	CDS	642	metP		COG2011	Methionine import system permease protein MetP
BHOONDMH_02061	CDS	813			COG1464	Membrane lipoprotein TpN32
BHOONDMH_02062	CDS	813			COG1464	Membrane lipoprotein TpN32
BHOONDMH_02063	CDS	1167		3.5.1.47		N-acetyldiaminopimelate deacetylase
BHOONDMH_02064	CDS	651				hypothetical protein
BHOONDMH_02065	CDS	522				hypothetical protein
BHOONDMH_02066	CDS	693	lutR_2		COG2186	HTH-type transcriptional regulator LutR
BHOONDMH_02067	CDS	864				hypothetical protein
BHOONDMH_02068	CDS	213				hypothetical protein
BHOONDMH_02069	CDS	1458	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
BHOONDMH_02070	CDS	1017	gap	1.2.1.12		Glyceraldehyde-3-phosphate dehydrogenase
BHOONDMH_02071	CDS	1509		3.1.-.-	COG1236	Ribonuclease
BHOONDMH_02072	CDS	198				hypothetical protein
BHOONDMH_02073	CDS	645		2.7.7.-	COG0617	CC-adding tRNA nucleotidyltransferase
BHOONDMH_02074	CDS	1371	aldH1	1.2.1.-	COG1012	4,4'-diaponeurosporen-aldehyde dehydrogenase
BHOONDMH_02075	CDS	1398	alsT_4		COG1115	Amino-acid carrier protein AlsT
BHOONDMH_02076	CDS	1383	alsT_5		COG1115	Amino-acid carrier protein AlsT
BHOONDMH_02077	CDS	438				hypothetical protein
BHOONDMH_02078	CDS	1374	mepA_11			Multidrug export protein MepA
BHOONDMH_02079	CDS	546				hypothetical protein
BHOONDMH_02080	CDS	978				hypothetical protein
BHOONDMH_02081	CDS	1239	ynjB		COG4134	Protein YnjB
BHOONDMH_02082	CDS	873				hypothetical protein
BHOONDMH_02083	CDS	807	ycjP		COG0395	Inner membrane ABC transporter permease protein YcjP
BHOONDMH_02084	CDS	1020	cysA_2	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
BHOONDMH_02085	CDS	960				hypothetical protein
BHOONDMH_02086	CDS	552				hypothetical protein
BHOONDMH_02087	CDS	336				hypothetical protein
BHOONDMH_02088	CDS	279				hypothetical protein
BHOONDMH_02089	CDS	597	lysO		COG2431	Lysine exporter LysO
BHOONDMH_02090	CDS	984	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
BHOONDMH_02091	CDS	204				hypothetical protein
BHOONDMH_02092	CDS	438				hypothetical protein
BHOONDMH_02093	CDS	1434	sasA_16	2.7.-.-		Adaptive-response sensory-kinase SasA
BHOONDMH_02094	CDS	126				hypothetical protein
BHOONDMH_02095	CDS	99				hypothetical protein
BHOONDMH_02096	CDS	813				hypothetical protein
BHOONDMH_02097	CDS	1335			COG2239	Magnesium transporter MgtE
BHOONDMH_02098	CDS	1074		2.6.1.51	COG0075	Serine-pyruvate aminotransferase
BHOONDMH_02099	CDS	945		1.1.1.81	COG0111	Hydroxypyruvate reductase
BHOONDMH_02100	CDS	1329				hypothetical protein
BHOONDMH_02101	CDS	1344	norV_2		COG0426	Anaerobic nitric oxide reductase flavorubredoxin
BHOONDMH_02102	CDS	4290				hypothetical protein
BHOONDMH_02103	CDS	1515	betL		COG1292	Glycine betaine transporter BetL
BHOONDMH_02104	CDS	627				hypothetical protein
BHOONDMH_02105	CDS	501				hypothetical protein
BHOONDMH_02106	CDS	561	pncA	3.5.1.19	COG1335	Nicotinamidase
BHOONDMH_02107	CDS	312		2.8.1.-	COG0607	Sulfurtransferase
BHOONDMH_02108	CDS	465				hypothetical protein
BHOONDMH_02109	CDS	201				hypothetical protein
BHOONDMH_02110	CDS	912	lapB			Lipopolysaccharide assembly protein B
BHOONDMH_02111	CDS	573	xpt_2	2.4.2.22		Xanthine phosphoribosyltransferase
BHOONDMH_02112	CDS	582				hypothetical protein
BHOONDMH_02113	CDS	1383	ynjE	2.8.1.1	COG2897	Thiosulfate sulfurtransferase YnjE
BHOONDMH_02114	CDS	423				hypothetical protein
BHOONDMH_02115	CDS	1101	yhhT		COG0628	Putative transport protein YhhT
BHOONDMH_02116	CDS	1707				hypothetical protein
BHOONDMH_02117	CDS	327				hypothetical protein
BHOONDMH_02118	CDS	1740				hypothetical protein
BHOONDMH_02119	CDS	141				hypothetical protein
BHOONDMH_02120	CDS	1200				hypothetical protein
BHOONDMH_02121	CDS	1047			COG1840	putative protein
BHOONDMH_02122	CDS	1680				hypothetical protein
BHOONDMH_02123	CDS	939	potA_2	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
BHOONDMH_02124	CDS	795				hypothetical protein
BHOONDMH_02125	CDS	1173				hypothetical protein
BHOONDMH_02126	CDS	8064				hypothetical protein
BHOONDMH_02127	CDS	513				hypothetical protein
BHOONDMH_02128	CDS	825				hypothetical protein
BHOONDMH_02129	CDS	543				hypothetical protein
BHOONDMH_02130	CDS	318				hypothetical protein
BHOONDMH_02131	CDS	1164	rpsA		COG0539	30S ribosomal protein S1
BHOONDMH_02132	CDS	420		3.1.2.28		1,4-dihydroxy-2-naphthoyl-CoA hydrolase
BHOONDMH_02133	CDS	417				hypothetical protein
BHOONDMH_02134	CDS	1008				hypothetical protein
BHOONDMH_02135	CDS	906				hypothetical protein
BHOONDMH_02136	CDS	795	glnQ_1			Glutamine transport ATP-binding protein GlnQ
BHOONDMH_02137	CDS	303				hypothetical protein
BHOONDMH_02138	CDS	1644	asD	2.6.1.1	COG0436	Bifunctional aspartate aminotransferase and L-aspartate beta-decarboxylase
BHOONDMH_02139	CDS	882	yhbE		COG0697	putative inner membrane transporter YhbE
BHOONDMH_02140	CDS	1098	psuK	2.7.1.83	COG0524	Pseudouridine kinase
BHOONDMH_02141	CDS	924	psuG	4.2.1.70	COG2313	Pseudouridine-5'-phosphate glycosidase
BHOONDMH_02142	CDS	912	panE	1.1.1.169	COG1893	2-dehydropantoate 2-reductase
BHOONDMH_02143	CDS	633	fchA	3.5.4.9	COG3404	Methenyltetrahydrofolate cyclohydrolase
BHOONDMH_02144	CDS	852	folD			Bifunctional protein FolD protein
BHOONDMH_02145	CDS	795	ybjI	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YbjI
BHOONDMH_02146	CDS	507	bltD	2.3.1.57	COG0454	Spermine/spermidine acetyltransferase
BHOONDMH_02147	CDS	144				hypothetical protein
BHOONDMH_02148	CDS	738				hypothetical protein
BHOONDMH_02149	CDS	810	zupT_1		COG0428	Zinc transporter ZupT
BHOONDMH_02150	CDS	438	cymR_2			HTH-type transcriptional regulator CymR
BHOONDMH_02151	CDS	930	cysK1	2.5.1.47	COG0031	O-acetylserine sulfhydrylase
BHOONDMH_02152	CDS	669	yxeN_2			putative amino-acid permease protein YxeN
BHOONDMH_02153	CDS	825	yxeM_2		COG0834	putative amino-acid-binding protein YxeM
BHOONDMH_02154	CDS	1131	iscS_2	2.8.1.7		Cysteine desulfurase IscS
BHOONDMH_02155	CDS	801	larE_1	4.4.1.37	COG1606	Pyridinium-3,5-bisthiocarboxylic acid mononucleotide synthase
BHOONDMH_02156	CDS	129				hypothetical protein
BHOONDMH_02157	CDS	1071	mnmA_1	2.8.1.13		tRNA-specific 2-thiouridylase MnmA
BHOONDMH_02158	CDS	756				hypothetical protein
BHOONDMH_02159	CDS	597				hypothetical protein
BHOONDMH_02160	CDS	720	agrA		COG3279	Accessory gene regulator protein A
BHOONDMH_02161	CDS	1356				hypothetical protein
BHOONDMH_02162	CDS	924	bcrA_7			Bacitracin transport ATP-binding protein BcrA
BHOONDMH_02163	CDS	744				hypothetical protein
BHOONDMH_02164	CDS	1887				hypothetical protein
BHOONDMH_02165	CDS	168				hypothetical protein
BHOONDMH_02166	CDS	3519		1.2.7.1	COG0674	Pyruvate:ferredoxin oxidoreductase
BHOONDMH_02167	CDS	462				hypothetical protein
BHOONDMH_02168	CDS	1476	selO	2.7.7.-	COG0397	Protein adenylyltransferase SelO
BHOONDMH_02169	CDS	1740		1.4.3.2	COG1231	L-amino acid oxidase
BHOONDMH_02170	CDS	891	rhaR_14			HTH-type transcriptional activator RhaR
BHOONDMH_02171	CDS	1377	xylP			Isoprimeverose transporter
BHOONDMH_02172	CDS	1329				hypothetical protein
BHOONDMH_02173	CDS	942	bglK	2.7.1.85	COG1940	Beta-glucoside kinase
BHOONDMH_02174	CDS	1446	bglH	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglH
BHOONDMH_02175	CDS	552	sutR_2		COG1396	HTH-type transcriptional regulator SutR
BHOONDMH_02176	CDS	588				hypothetical protein
BHOONDMH_02177	CDS	480				hypothetical protein
BHOONDMH_02178	CDS	1377				hypothetical protein
BHOONDMH_02179	CDS	708				hypothetical protein
BHOONDMH_02180	CDS	591				hypothetical protein
BHOONDMH_02181	CDS	327	bceA_2		COG1136	Bacitracin export ATP-binding protein BceA
BHOONDMH_02182	CDS	381	btuD_8	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
BHOONDMH_02183	CDS	1002				hypothetical protein
BHOONDMH_02184	CDS	1629		3.2.1.2		Thermophilic beta-amylase
BHOONDMH_02185	CDS	1203	tyrS_2	6.1.1.1	COG0162	Tyrosine--tRNA ligase
BHOONDMH_02186	CDS	690			COG1136	putative ABC transporter ATP-binding protein
BHOONDMH_02187	CDS	2472				hypothetical protein
BHOONDMH_02188	CDS	678	walR_10		COG0745	Transcriptional regulatory protein WalR
BHOONDMH_02189	CDS	1014	sasA_17	2.7.-.-		Adaptive-response sensory-kinase SasA
BHOONDMH_02190	CDS	372	ytrA_3		COG1725	HTH-type transcriptional repressor YtrA
BHOONDMH_02191	CDS	870	btuD_9	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
BHOONDMH_02192	CDS	750				hypothetical protein
BHOONDMH_02193	CDS	456	elaA		COG2153	Protein ElaA
BHOONDMH_02194	CDS	372				hypothetical protein
BHOONDMH_02195	CDS	822	csxC			Exosporium protein C
BHOONDMH_02196	CDS	1983				hypothetical protein
BHOONDMH_02197	CDS	1515	ydhD	3.2.-.-	COG3858	Putative sporulation-specific glycosylase YdhD
BHOONDMH_02198	CDS	1260				hypothetical protein
BHOONDMH_02199	CDS	672	sdhB	4.3.1.17		L-serine dehydratase, beta chain
BHOONDMH_02200	CDS	891	sdhA	4.3.1.17		L-serine dehydratase, alpha chain
BHOONDMH_02201	CDS	837	yfmS_2		COG0840	Putative sensory transducer protein YfmS
BHOONDMH_02202	CDS	210				hypothetical protein
BHOONDMH_02203	CDS	144				hypothetical protein
BHOONDMH_02204	CDS	585		3.1.3.-	COG5663	Nucleotidase
BHOONDMH_02205	CDS	969				hypothetical protein
BHOONDMH_02206	CDS	693				hypothetical protein
BHOONDMH_02207	CDS	1284	ytrF		COG0577	ABC transporter permease YtrF
BHOONDMH_02208	CDS	816				hypothetical protein
BHOONDMH_02209	CDS	675	yknY_2	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
BHOONDMH_02210	CDS	858	oppC_2		COG1173	Oligopeptide transport system permease protein OppC
BHOONDMH_02211	CDS	954	gsiC		COG0601	Glutathione transport system permease protein GsiC
BHOONDMH_02212	CDS	1584	appA_2			Oligopeptide-binding protein AppA
BHOONDMH_02213	CDS	162				hypothetical protein
BHOONDMH_02214	CDS	273				hypothetical protein
BHOONDMH_02215	CDS	573	ydbD	1.11.1.6	COG3546	putative manganese catalase
BHOONDMH_02216	CDS	1020				hypothetical protein
BHOONDMH_02217	CDS	1065				hypothetical protein
BHOONDMH_02218	CDS	492				hypothetical protein
BHOONDMH_02219	CDS	405				hypothetical protein
BHOONDMH_02220	CDS	627	dut_1	3.6.1.23		Deoxyuridine 5'-triphosphate nucleotidohydrolase
BHOONDMH_02221	CDS	192	sspH_2			Small, acid-soluble spore protein H
BHOONDMH_02222	CDS	108				hypothetical protein
BHOONDMH_02223	CDS	756				hypothetical protein
BHOONDMH_02224	CDS	150				hypothetical protein
BHOONDMH_02225	CDS	534	puuR_2			HTH-type transcriptional regulator PuuR
BHOONDMH_02226	CDS	1050				hypothetical protein
BHOONDMH_02227	CDS	588				hypothetical protein
BHOONDMH_02228	CDS	228				hypothetical protein
BHOONDMH_02229	CDS	732	bcrA_8			Bacitracin transport ATP-binding protein BcrA
BHOONDMH_02230	CDS	693				hypothetical protein
BHOONDMH_02231	CDS	222				hypothetical protein
BHOONDMH_02232	CDS	234				hypothetical protein
BHOONDMH_02233	CDS	1437	alsT_6		COG1115	Amino-acid carrier protein AlsT
BHOONDMH_02234	CDS	309				hypothetical protein
BHOONDMH_02235	CDS	744				hypothetical protein
BHOONDMH_02236	CDS	228	grxC		COG0695	Glutaredoxin 3
BHOONDMH_02237	CDS	1461	gapN	1.2.1.9	COG1012	NADP-dependent glyceraldehyde-3-phosphate dehydrogenase
BHOONDMH_02238	CDS	942	trxB_2	1.8.1.9	COG0492	Thioredoxin reductase
BHOONDMH_02239	CDS	378				hypothetical protein
BHOONDMH_02240	CDS	1287	grdE	1.21.4.2		Glycine reductase complex component B subunits alpha and beta
BHOONDMH_02241	CDS	1044	grdB_1	1.21.4.2		Glycine reductase complex component B subunit gamma
BHOONDMH_02242	CDS	189	grdB_2	1.21.4.2		Glycine reductase complex component B subunit gamma
BHOONDMH_02243	CDS	942	trxB_3	1.8.1.9		Thioredoxin reductase
BHOONDMH_02244	CDS	321	trxA_2			Thioredoxin
BHOONDMH_02245	CDS	132	grdA1	1.21.4.2		Glycine/sarcosine/betaine reductase complex component A1
BHOONDMH_02246	CDS	324	grdA	1.21.4.2		Glycine/sarcosine/betaine reductase complex component A
BHOONDMH_02247	CDS	1539	grdC	1.21.4.2		Glycine/sarcosine/betaine reductase complex component C subunit beta
BHOONDMH_02248	CDS	1167	grdD	1.21.4.2		Glycine/sarcosine/betaine reductase complex component C subunit alpha
BHOONDMH_02249	CDS	612		3.2.2.-	COG2094	Putative 3-methyladenine DNA glycosylase
BHOONDMH_02250	CDS	2232				hypothetical protein
BHOONDMH_02251	CDS	1212	mtnK	2.7.1.100	COG4857	Methylthioribose kinase
BHOONDMH_02252	CDS	1050	drdI	5.3.1.-		5-deoxyribose 1-phosphate isomerase
BHOONDMH_02253	CDS	90				hypothetical protein
BHOONDMH_02254	CDS	654	otnC	4.1.1.104	COG0235	3-oxo-tetronate 4-phosphate decarboxylase
BHOONDMH_02255	CDS	795	srlR		COG1349	Glucitol operon repressor
BHOONDMH_02256	CDS	360				hypothetical protein
BHOONDMH_02257	CDS	876	mneP		COG0053	Manganese efflux system protein MneP
BHOONDMH_02258	CDS	729				hypothetical protein
BHOONDMH_02259	CDS	366				hypothetical protein
BHOONDMH_02260	CDS	339	ytrH			Sporulation membrane protein YtrH
BHOONDMH_02261	CDS	474				hypothetical protein
BHOONDMH_02262	CDS	573				hypothetical protein
BHOONDMH_02263	CDS	579				hypothetical protein
BHOONDMH_02264	CDS	708				hypothetical protein
BHOONDMH_02265	CDS	174				hypothetical protein
BHOONDMH_02266	CDS	504				hypothetical protein
BHOONDMH_02267	CDS	546				hypothetical protein
BHOONDMH_02268	CDS	201				hypothetical protein
BHOONDMH_02269	CDS	291				hypothetical protein
BHOONDMH_02270	CDS	297				hypothetical protein
BHOONDMH_02271	CDS	2298	xdhA	1.17.1.4	COG1529	Putative xanthine dehydrogenase molybdenum-binding subunit XdhA
BHOONDMH_02272	CDS	891				hypothetical protein
BHOONDMH_02273	CDS	474	ndhS	1.17.1.5		Nicotinate dehydrogenase small FeS subunit
BHOONDMH_02274	CDS	474	guaD	3.5.4.3	COG0590	Guanine deaminase
BHOONDMH_02275	CDS	2196	topB_2	5.6.2.1	COG0550	DNA topoisomerase 3
BHOONDMH_02276	CDS	1062				hypothetical protein
BHOONDMH_02277	CDS	606	mntP_2		COG1971	putative manganese efflux pump MntP
BHOONDMH_02278	CDS	237				hypothetical protein
BHOONDMH_02279	CDS	687				hypothetical protein
BHOONDMH_02280	CDS	894	isdE			High-affinity heme uptake system protein IsdE
BHOONDMH_02281	CDS	996	fpuB		COG0609	Petrobactin import system permease protein FpuB
BHOONDMH_02282	CDS	777	fpuC	7.2.2.-	COG1120	Petrobactin import ATP-binding protein FpuC
BHOONDMH_02283	CDS	597	srtD	3.4.22.-	COG3764	Sortase D
BHOONDMH_02284	CDS	3660				hypothetical protein
BHOONDMH_02285	CDS	654	tal_1	2.2.1.2	COG0176	Transaldolase
BHOONDMH_02286	CDS	1665	rnjA_2	3.1.-.-	COG0595	Ribonuclease J1
BHOONDMH_02287	CDS	480				hypothetical protein
BHOONDMH_02288	CDS	1092	dhaD_1	1.1.1.6		Glycerol dehydrogenase
BHOONDMH_02289	CDS	1650				hypothetical protein
